long_name,short_name,geolocation,is_goverment,rating,logo,website,phone_admission,phone_general,email_general,email_admission,comment,vuz,obsh,info,rating
Рязанский государственный университет имени С.А. Есенина,РГУ им. С.А. Есенина,Рязанская область,1,6,https://tabiturient.ru/logovuz/rsuedu.png,https://www.rsu.edu.ru/,[],[],[],[],,РГУ им. С.А. Есенина,True,,
Российский государственный университет нефти и газа (национальный исследовательский университет) имени И.М Губкина,РГУ нефти и газа (НИУ) имени И. М. Губкина,Москва и Московская область,1,10,https://tabiturient.ru/logovuz/gubkin.png,http://www.gubkin.ru/,['+7 (499) 507-82-73'],"['+74995078306', '+7 (499) 507-82-73']",[],['com@gubkin.ru'],,РГУ нефти и газа (НИУ) имени И. М. Губкина,True,"
Вероятно, общежитие в этом вузе дают не всем
Информация выявлена путем опроса студентов
",5.82
Российский Государственный Университет Правосудия,РГУП,Москва и Московская область,1,10,https://tabiturient.ru/logovuz/raj.png,http://www.rgup.ru/,['+7 (495)332-53-51'],[],[],[],,РГУП,False,,
Ростовский государственный университет путей сообщения,РГУПС,Ростовская область,1,6,https://tabiturient.ru/logovuz/rgups.png,http://www.rgups.ru/,[],[],[],[],,РГУПС,True,,
Российский государственный университет туризма и сервиса,РГУТИС,Москва и Московская область,1,9,https://tabiturient.ru/logovuz/rguts.png,http://rguts.ru/,[],[],['obrashenia@rguts.ru'],[],,РГУТИС,True,"
Вероятно, общежитие в этом вузе дают всем желающим
Информация выявлена путем опроса студентов

Общежития располагаются на территории живописного университетского кампуса в 5-минутной доступности от учебных корпусов. Мы предоставляем общежитие всем студентам очной формы обучения!",4.91
Российский государственный художественно-промышленный университет имени С. Г. Строганова,РГХПУ им. С.Г. Строганова,Москва и Московская область,1,-1,https://tabiturient.ru/logovuz/stroganov.png,https://академия-строганова.рф/,[],[],['info@mghpu.ru'],['info@mghpu.ru'],,РГХПУ им. С.Г. Строганова,True,,
Ростовский государственный экономический университет (РИНХ),РГЭУ (РИНХ),Ростовская область,1,5,https://tabiturient.ru/logovuz/rsue.png,https://rsue.ru/,[],[],[],[],,РГЭУ (РИНХ),True,"
Вероятно, общежитие в этом вузе дают не всем
Информация выявлена путем опроса студентов
Адреса общежитий:
г. Ростов-на-Дону ул. 2-я Краснодарская, 113/1
г. Ростов-на-Дону пер. Гвардейский, 6",
Российский национальный исследовательский медицинский университет имени Н. И. Пирогова,РНИМУ им. Пирогова,Москва и Московская область,1,10,https://tabiturient.ru/logovuz/pirogova.png,http://rsmu.ru/,[],[],[],['rsmu@rsmu.ru'],,РНИМУ им. Пирогова,True,"
Вероятно, общежитие в этом вузе дают не всем
Информация выявлена путем опроса студентов
",5.67
Российский биотехнологический университет,РОСБИОТЕХ,Москва и Московская область,1,9,https://tabiturient.ru/logovuz/mgupp.png,http://www.mgupp.ru/,"['8 (800) 550-36-02', '+7 (499) 750-00-05']",['8 (800) 550-36-02'],[],[],,РОСБИОТЕХ,True,"
Вероятно, общежитие в этом вузе дают всем желающим
Информация выявлена путем опроса студентов

Ежегодно все первокурсники РОСБИОТЕХа обеспечиваются комнатами в общежитиях ВУЗа.
Студгородок РОСБИОТЕХа включает в себя 5 корпусов общежитий, размещенных на двух площадках: метро Сокол, метро Печатники. Общежития имеют 600 мест для поселения студентов 1-го курса.
Общежитие №2 - коридорного типа (адрес ул. Панфилова, д.18, корп.2)
Общежитие №3 - коридорного типа (адрес ул. Панфилова, д.18, корп.3)
Общежитие №4 - блочного типа (адрес ул. Панфилова, д.16)
Общежитие №5 - блочного типа (адрес ул. Полбина, д.35, корп.1)
Общежитие №6 - блочного типа (адрес ул. Полбина, д.35, корп.2)
Студенты, проживающие в общежитии, имеют бесплатный доступ к сети Интернет через Wi-Fi.",6.71
Российская таможенная академия,РТА,Москва и Московская область,1,9,https://tabiturient.ru/logovuz/rta.png,https://academy.customs.gov.ru/,['8 (495) 500-13-32'],"['8 (498) 602-39-49', '8 (495) 559-00-33']",[],['academy@customs-academy.ru'],,РТА,False,,
МИРЭА - Российский технологический университет,РТУ МИРЭА,Москва и Московская область,1,10,https://tabiturient.ru/logovuz/mirea.png,https://www.mirea.ru/,['+7 (499) 600-80-80'],['+7 (499) 600-80-80'],['rector@mirea.ru'],['rector@mirea.ru'],,РТУ МИРЭА,True,"
Вероятно, общежитие в этом вузе дают не всем
Информация выявлена путем опроса студентов

В комплекс зданий Студенческого городка Федерального государственного образовательного бюджетного учреждения высшего образования «Московский технологический университет» входят ниже перечисленные студенческие общежития, предназначенные для проживания иногородних студентов, аспирантов, докторантов, стажеров.
Общежитие № 1, расположенное по адресу: г. Москва, проспект Вернадского, дом 86, стр.1 (ближайшая станция метро: Юго-Западная).
Жилая площадь общежития — 8 359,0 м2.
Общее количество мест в общежитии — 1 320.
Общежитие представляет собой 14-этажное панельное здание.
Общежитие располагает двух- и трёхместными комнатами со всеми удобствами (душевая, туалет). Кухни расположены отдельно на каждом этаже. В холле 1-го этажа работает кафе.
В общежитии есть читальные залы, чертёжная комната, комната отдыха, библиотека, камера хранения, гладильная, изолятор и другое. К услугам студентов, проживающих в общежитии, изостудия, хоровая студия, занятия танцами и аэробикой. Около здания общежития разбиты клумбы, посажены деревья.
Для обучающихся оборудованы парковка для велосипедов и баскетбольная площадка.
Общежитие № 2, расположенное по адресу: г. Москва, Мичуринский проспект, д. 12, корпус 2 (ближайшие станции метро: Университет, Проспект Вернадского).
Жилая площадь общежития — 2 400 м2.
Общее количество мест в общежитии — 297.
Общежитие представляет собой 5-этажное здание квартирного типа.
В общежитии созданы все условия для комфортного проживания и подготовки к учебным занятиям, для занятий спортом, отдыха и досуга.
Имеется библиотека, компьютерный класс (с доступом в Интернет), тренажерный зал, а также столовая, прачечные, камера хранения и лечебный изолятор.
Общежитие № 3, расположенное по адресу: г. Москва, ул. Студенческая, дом 33, корп. 3. (ближайшая станция метро: Студенческая).
Жилая площадь общежития — 2 681,0 м2.
Общее количество мест в общежитии — 290.
Общежитие № 4, расположенное по адресу: г. Москва, ул. Студенческая, дом 33, корп. 4. (ближайшая станция метро: Студенческая).
Жилая площадь общежития — 2 690,0 м2.
Общее количество мест в общежитии — 290.
Оба общежития представляют собой 6-этажные здания коридорного типа и располагают комнатами на два, три человека.
На всех этажах оборудованы душевые и туалеты. Кухни расположены отдельно на каждом этаже.
В общежитиях есть комнаты для занятий c бесплатным Wi-Fi для обучающихся, комната отдыха, тренажерный зал, комната для занятий танцами и гимнастикой, постирочная.
Общежития в течение нескольких лет являются победителями смотров-конкурсов общежитий г. Москвы и окружных конкурсов и имеют 10 дипломов и грамот, ценные подарки (видеокамера, телевизор, спортивные тренажеры, и другие) за победу общежитий в различных номинациях.
Общежитие № 5, расположенное по адресу: г. Москва, ул. 11-я Парковая, д.36 (ближайшая станция метро: Первомайская).
Жилая площадь общежития — 6 433,1 м2.
Общее количество мест в общежитии — 1100.
Общежитие блочного типа – раздельные комнаты, расположенные блоками (по 2 комнаты) с отдельным санитарным узлом и душевой комнатой. Кухня на этаже.
На территории общежития имеются: комната отдыха; комната для самостоятельных занятий; спортивный и тренажерный зал; камера хранения; постирочная комната; гладильная комната; буфет и столовая; комната для размещения родителей; спортивная площадка; поле для мини-футбола.
Общежитие № 6, расположенное по адресу: г. Москва, ул. Нарвская, д. 12 (ближайшая станция метро: Водный стадион).
Жилая площадь общежития — 3 775,9 м2.
Общее количество мест в общежитии — 300.
Общежитие представляет собой 9-этажное здание коридорного типа. Душевые комнаты и санузлы находятся на этаже. Кухня на этаже.
В целях обеспечения безопасности студентов в общежитиях действует пропускной режим, ведётся круглосуточное видеонаблюдение.
В общежитиях есть автоматическая пожарная сигнализация.
Все помещения оснащены огнетушителями.
Установлена система дымоудаления нового образца.
Проход на территорию общежитий осуществляется по пропускам.",6.0
Российский университет дружбы народов имени Патриса Лумумбы,РУДН,Москва и Московская область,1,10,https://tabiturient.ru/logovuz/rudn.png,http://www.rudn.ru/,[],[],['pr@rudn.ru'],[],,РУДН,True,"
Вероятно, общежитие в этом вузе дают не всем
Информация выявлена путем опроса студентов
",7.98
Российский университет спорта «ГЦОЛИФК»,РУС «ГЦОЛИФК»,Москва и Московская область,1,7,https://tabiturient.ru/logovuz/rgufksmit.png,https://www.sportedu.ru/,[],[],[],[],,РУС «ГЦОЛИФК» ,True,"
Вероятно, общежитие в этом вузе дают не всем
Информация выявлена путем опроса студентов",
Российский университет транспорта,РУТ (МИИТ),Москва и Московская область,1,8,https://tabiturient.ru/logovuz/miit.png,http://www.miit.ru/,[],[],[],[],,РУТ (МИИТ),True,"
Вероятно, общежитие в этом вузе дают всем желающим
Информация выявлена путем опроса студентов",
Ростовский филиал Российского Государственного Университета Правосудия (г. Ростов-на-Дону),РФ ФГБОУВО «РГУП»,Ростовская область,1,-1,https://tabiturient.ru/logovuz/raj.png,https://rb.rgup.ru/,['+7 (863) 297-57-11'],[],[],[],,РФ ФГБОУВО «РГУП»,False,,
Российский химико-технологический университет имени Д.И. Менделеева,РХТУ им. Д. И. Менделеева,Москва и Московская область,1,9,https://tabiturient.ru/logovuz/muctr.png,https://muctr.ru/,[],['+7 (499) 978-86-60'],[],[],,РХТУ им. Д. И. Менделеева,True,"
Вероятно, общежитие в этом вузе дают всем желающим
Информация выявлена путем опроса студентов

Студенческий городок РХТУ им. Д.И. Менделеева расположен в Северо-западном административном округе г. Москвы по адресу:
ул. Вилиса Лациса, дом № 19, корп.1; дом № 21, корп.1; дом № 23, корп.1 и дом № 21, корп.2.
Проезд до станции метро “Планерная”, далее автобусами №. 88, 88-к, 96, 896 до остановки “Поликлиника №97”.
В состав студенческого городка входят три жилых корпуса и культурно-спортивный комплекс (КСК)
В общежитии по адресу: ул. Вилиса Лациса 23, корп.1 проживают студенты факультетов: ХФТ, ФБПЭ, ТНВиВМ, НПМ, ВХК РАН, ИПУР.
В общежитии по адресу: ул. Вилиса Лациса 21, корп.1 проживают студенты факультетов: ЦиТХиН, ТНВиВМ.
В общежитии по адресу: ул. Вилиса Лациса 19, корп.1 проживают студенты факультетов и институтов: ИМСЭН-ИФХ, ИХТ, ИЭМ, ФЕН.
Все иногородние студенты обеспечены местами в общежитиях.
Количество мест - 500 мест
Коммунальные услуги по водо- тепло- и энергоснабжению предоставляются в полном объеме.
Все проживающие обеспечиваются постельным бельем, смена которого производится каждые 10 дней.
В  студгородке имеются столовая, где студенты могут пообедать.
Каждая комната в общежитиях имеет доступ к локальной компьютерной сети с выходом в Интернет.
В студенческом городке имеются:
спортивный и тренажерный залы;
камеры хранения;
библиотека;
комнаты для размещения родителей студентов;
санаторий-профилакторий;
актовый зал.",6.0
Российский экономический университет имени Г.В. Плеханова,РЭУ им. Г.В. Плеханова,Москва и Московская область,1,10,https://tabiturient.ru/logovuz/reu.png,https://рэу.рф/,['+7 (495) 958-27-43'],[],[],['rector@rea.ru'],,РЭУ им. Г.В. Плеханова,True,"
Вероятно, общежитие в этом вузе дают не всем
Информация выявлена путем опроса студентов

РЭУ имени Г. В. Плеханова располагает тремя благоустроенными студенческими общежитиями, которые предоставляются иногородним студентам в соответствии с Положением о студенческом общежитии Федерального государственного бюджетного образовательного учреждения высшего образования «Российский экономический университет имени Г. В. Плеханова».
1. Общежитие около станций метро Серпуховская, Павелецкая, Добрынинская. Стремянный пер., 36
2. Общежитие около станций метро Тимирязевская, Петровско-Разумовская, Дмитровская, Владыкино. Ул. Ботаническая, 11
3. Общежитие около станции метро Славянский бульвар. Ул. Нежинская, 7 корп.1",7.53
Российская экономическая школа,РЭШ,Москва и Московская область,0,10,https://tabiturient.ru/logovuz/nes.png,https://www.nes.ru/,[],[],[],[],,РЭШ,True,"
Общежитие РЭШ расположено на арендуемых площадях общежития Академии труда и социальных отношений (АТиСО). Адрес: 115162 г. Москва, ул. Люсиновская, 72 (м. Тульская).",
Ростовский государственный медицинский университет,РостГМУ,Ростовская область,1,9,https://tabiturient.ru/logovuz/rostgmu.png,http://rostgmu.ru/,['+7 (863) 250-41-16'],[],[],['klinika@rostgmu.ru'],,РостГМУ,True,,
Ростовский институт (филиал) Всероссийского государственного университета юстиции (РПА Минюста России),Ростовский институт ВГУЮ,Ростовская область,1,-1,https://tabiturient.ru/logovuz/rpa.png,https://rostov.rpa-mu.ru/,"[""+7 (863) 308 - 95 - 34""]","[""""]",[],"[""""]",,Ростовский институт ВГУЮ,False,,
Ростовский филиал Московского государственного технического университета гражданской авиации,Ростовский филиал МГТУ ГА,Ростовская область,1,-1,https://tabiturient.ru/logovuz/mstuca.png,http://rfmstuca.ru/,[],[],[],[],,Ростовский филиал МГТУ ГА,False,,
Ростовский филиал Российской таможенной академии,Ростовский филиал РТА,Ростовская область,1,-1,https://tabiturient.ru/logovuz/rta.png,https://donrta.customs.gov.ru/,[],[],['rta-rostov@donrta.ru'],[],,Ростовский филиал РТА,False,,
Ростовский-на-Дону филиал филиал Всероссийского государственного института кинематографии им. С.А. Герасимова,Ростовский-на-Дону филиал ВГИК,Ростовская область,1,-1,https://tabiturient.ru/logovuz/vgik.png,http://vgik-rostov.ru/,[],[],[],['info@vgik-rostov.ru'],,Ростовский-на-Дону филиал ВГИК ,False,,
Рубцовский индустриальный институт (филиал) Алтайского государственного технического университета имени И. И. Ползунова,Рубцовский индустриальный институт АлтГТУ им. И.И. Ползунова,Алтайский край,1,-1,https://tabiturient.ru/logovuz/altstu.png,https://www.rubinst.ru/i,[],[],[],[],,Рубцовский индустриальный институт АлтГТУ им. И.И. Ползунова,False,,
Рубцовский институт (филиал) Алтайского государственного университета,Рубцовский институт АлтГУ,Алтайский край,1,-1,https://tabiturient.ru/logovuz/altsu.png,https://rb.asu.ru/,[],[],['director@rb.asu.ru'],"['prcom@rb.asu.ru', 'director@rb.asu.ru']",,Рубцовский институт АлтГУ,False,,
Рузаевский институт машиностроения (филиал) Национального исследовательского Мордовского государственного университета имени Н.П. Огарева,Рузаевский институт машиностроения (филиал) МГУ имени Н.П. Огарева,Республика Мордовия,1,-1,https://tabiturient.ru/logovuz/mrsu.png,https://rim.mrsu.ru/,[],[],['inst-mach@adm.mrsu.ru'],[],,Рузаевский институт машиностроения (филиал) МГУ имени Н.П. Огарева,True,,
Рязанский государственный медицинский университет имени РязГМУ им. И.П. Павлова,РязГМУ им. И.П. Павлова,Рязанская область,1,10,https://tabiturient.ru/logovuz/rzgmu.png,https://rzgmu.ru/,[],['+7 (4912) 97-18-18'],['rzgmu@rzgmu.ru'],[],,РязГМУ им. И.П. Павлова,True,,
Рязанский институт (филиал) Московского политехнического университета,Рязанский институт Московского политеха,Рязанская область,1,-1,https://tabiturient.ru/logovuz/mospolytech.png,https://rimsou.ru/,"['+7 (4912) 28-39-60', '+7 (4912) 25-41-48', '+7 (4912)28-39-60']","['+7 (4912) 25-41-48', '+7 (4912) 28-39-61']",['dir@rimsou.ru'],"['dir@rimsou.ru', 'pk@rimsou.ru']",,Рязанский институт Московского политеха,False,,
Северо-Кавказский филиал Московского автомобильно-дорожного государственного технического университета,С-КФ МАДИ,Ставропольский край,1,-1,https://tabiturient.ru/logovuz/madi.png,http://www.skfmadi.ru/,[],[],[],[],,С-КФ МАДИ,True,,
Северный (Арктический) федеральный университет имени М.В. Ломоносова,САФУ им. М.В. Ломоносова,Архангельская область,1,6,https://tabiturient.ru/logovuz/narfu.png,https://narfu.ru/,[],[],[],[],,САФУ им. М.В. Ломоносова,True,,
Северо-Восточный государственный университет,СВГУ,Магаданская область,1,3,https://tabiturient.ru/logovuz/svgu.png,https://www.svgu.ru/,[],[],[],[],,СВГУ,True,,
Северо-Восточный федеральный университет имени М.К. Аммосова,СВФУ им. Аммосова,Республика Саха (Якутия),1,7,https://tabiturient.ru/logovuz/svfu.png,https://www.s-vfu.ru/,[],[],[],[],,СВФУ им. Аммосова,True,,
Саратовский государственный аграрный университет имени Н.И. Вавилова,СГАУ им. Н.И. Вавилова,Саратовская область,1,3,https://tabiturient.ru/logovuz/sgau.png,http://www.sgau.ru/,[],"['8 (8452) 23-32-92', '8 (8452) 26-06-39']","['pressa@vavilovsar.ru', 'rector@vavilovsar.ru']",[],,СГАУ им. Н.И. Вавилова,True,,
Cмоленский государственный институт искусств,СГИИ,Смоленская область,1,-1,https://tabiturient.ru/logovuz/sgiismol.png,https://www.sgii-smol.ru/,[],['+7 (4812) 31-02-88'],['sgii@mail.ru'],[],,СГИИ,True,,
Самарский государственный институт культуры,СГИК,Самарская область,1,-1,https://tabiturient.ru/logovuz/smrgaki.png,http://smrgaki.ru/,[],[],[],[],,СГИК,True,,
Саратовская государственная консерватория имени Л. В. Собинова,СГК им. Л. В. Собинова,Саратовская область,1,-1,https://tabiturient.ru/logovuz/sarcons.png,http://www.sarcons.ru/,[],[],[],['sgk@sarcons.ru'],,СГК им. Л. В. Собинова,True,,
Северный государственный медицинский университет,СГМУ,Архангельская область,1,7,https://tabiturient.ru/logovuz/nsmu.png,http://www.nsmu.ru/,[],['8182)21-11-63'],[],[],,СГМУ,True,,
Саратовский государственный медицинский университет им. Разумовского,СГМУ им. В.И. Разумовского,Саратовская область,1,9,https://tabiturient.ru/logovuz/sgmu.png,http://www.sgmu.ru/,[],[],[],[],,СГМУ им. В.И. Разумовского,True,,
Ставропольский государственный педагогический институт,СГПИ,Ставропольский край,1,3,https://tabiturient.ru/logovuz/sspi.png,https://www.sspi.ru/,['891011121314'],"['8(8652)56-08-26', '891011121314']",['sgpi@mosk.stavregion.ru'],['sgpi@mosk.stavregion.ru'],,СГПИ,True,,
Соликамский государственный педагогический институт (филиал) Пермского государственного национального исследовательского университета,СГПИ филиал ПГНИУ,Пермский край,1,-1,https://tabiturient.ru/logovuz/psu.png,https://solgpi.ru,[],[],"['inst@solgpi.ru', 'pkomis@solgpi.ru']",[],,СГПИ филиал ПГНИУ,False,,
Самарский государственный социально-педагогический университет,СГСПУ,Самарская область,1,7,https://tabiturient.ru/logovuz/pgsga.png,http://www.pgsga.ru/,[],[],[],[],,СГСПУ,True,,
Саратовский государственный технический университет им. Ю.А.Гагарина,СГТУ им. Ю.А. Гагарина,Саратовская область,1,5,https://tabiturient.ru/logovuz/sstu.png,http://sstu.ru/,[],[],[],[],,СГТУ им. Ю.А. Гагарина,True,,
Сочинский государственный университет,СГУ,Краснодарский край,1,3,https://tabiturient.ru/logovuz/sutr.png,http://www.sutr.ru/,[],['+7 (862) 264-85-03'],[],[],,СГУ,True,"
Вероятно, общежитие в этом вузе дают не всем
Информация выявлена путем опроса студентов",
Саратовский государственный университет имени Н. Г. Чернышевского,СГУ им. Н. Г. Чернышевского,Саратовская область,1,7,https://tabiturient.ru/logovuz/sgu.png,https://www.sgu.ru/,['8 (937) 811-67-46'],[],[],"['rector@sgu.ru', 'cpk@sgu.ru']",,СГУ им. Н. Г. Чернышевского,True,"
Вероятно, общежитие в этом вузе дают не всем
Информация выявлена путем опроса студентов",
Сыктывкарский государственный университет имени Питирима Сорокина,СГУ им. Питирима Сорокина,Республика Коми,1,6,https://tabiturient.ru/logovuz/syktsu.png,https://www.syktsu.ru/,[],[],[],['webdept@syktsu.ru'],,СГУ им. Питирима Сорокина,True,"
8 студенческих общежитий объединены в Студенческий городок СГУ им. Питирима Сорокина.
В фонде студенческого городка 1390 комнат, которые способны вместить более 2,5 тысяч человек.
Общежития предоставляются преимущественно студентам очной формы обучения. При наличии свободных мест, места в общежитии предоставляются и студентам-заочникам.
На территории общежитий расположены зоны комфорта, спортивные залы, читальные залы.",
Сибирский государственный университет водного транспорта,СГУВТ,Новосибирская область,1,3,https://tabiturient.ru/logovuz/ssuwt.png,http://www.ssuwt.ru/,"['+7 (383) 222-64-68', '8 800 200 4863']",[],[],['info@nsawt.ru'],,СГУВТ,True,,
Сибирский государственный университет геосистем и технологий,СГУГиТ,Новосибирская область,1,6,https://tabiturient.ru/logovuz/sgugit.png,https://sgugit.ru/,"['+7 (383) 343-39-37', '+7 (383) 354-98-38']",[],[],"['rektorat@ssga.ru', 'priem.com@ssga.ru']",,СГУГиТ,True,,
Сибирский государственный университет путей сообщения,СГУПС,Новосибирская область,1,5,https://tabiturient.ru/logovuz/stu.png,http://www.stu.ru/,[],[],[],[],,СГУПС,True,,
Смоленский государственный университет спорта,СГУС,Смоленская область,1,5,https://tabiturient.ru/logovuz/sgafkst.png,http://www.sgafkst.ru/,[],[],[],[],,СГУС,True,,
Самарский государственный экономический университет,СГЭУ,Самарская область,1,7,https://tabiturient.ru/logovuz/sseu.png,https://www.sseu.ru/,[],[],[],[],,СГЭУ,True,,
Саратовская государственная юридическая академия,СГЮА,Саратовская область,1,9,https://tabiturient.ru/logovuz/sgua.png,https://tabiturient.ru/sravni/?sgua,[],[],[],[],,СГЮА,True,,
Северо-Западный государственный медицинский университет имени И. И. Мечникова,СЗГМУ им. И.И. Мечникова,Санкт-Петербург и Ленинградская область,1,10,https://tabiturient.ru/logovuz/szgmu.png,https://szgmu.ru/,[],['+7 (812) 303-50-00'],[],[],,СЗГМУ им. И.И. Мечникова,True,"
Вероятно, общежитие в этом вузе дают всем желающим
Информация выявлена путем опроса студентов
",6.25
Северо-Западный филиал Российского Государственного Университета Правосудия (г. Санкт-Петербург),СЗФ ФГБОУВО «РГУП»,Санкт-Петербург и Ленинградская область,1,-1,https://tabiturient.ru/logovuz/raj.png,https://nwb.rgup.ru/,"['+7 (812) 655-64-55', '+7 (812) 655-64-63']",[],[],[],,СЗФ ФГБОУВО «РГУП»,False,,
Северо-Кавказский горно-металлургический институт (государственный технологический университет),СКГМИ (ГТУ),Республика Северная Осетия - Алания,1,5,https://tabiturient.ru/logovuz/skgmigtu.png,http://www.skgmi-gtu.ru/ru-ru/,['8 800 200-38-72'],[],[],['info@skgmi-gtu.ru'],,СКГМИ (ГТУ),True,,
Северо-Кавказский филиал Московского технического университета связи и информатики,СКФ МТУСИ,Ростовская область,1,5,https://tabiturient.ru/logovuz/skfmtusi.png,http://www.skf-mtusi.ru,['81920212223'],[],[],[],,СКФ МТУСИ,False,,
Северо-Кавказский филиал Российского Государственного Университета Правосудия (г. Краснодар),СКФ ФГБОУВО «РГУП»,Краснодарский край,1,-1,https://tabiturient.ru/logovuz/raj.png,https://www.ncb.rgup.ru/,"['+7 (861) 251-69-20', '+7 (861) 251-65-10']",[],[],[],,СКФ ФГБОУВО «РГУП»,False,,
Северо-Кавказский федеральный университет,СКФУ,Ставропольский край,1,7,https://tabiturient.ru/logovuz/ncfu.png,http://www.ncfu.ru,['8 (8652) 95-68-13'],"['8 (8652) 95-68-13', '8 (8652) 95-68-08']",['info@ncfu.ru'],['info@ncfu.ru'],,СКФУ,False,,
Северо-Осетинская государственная медицинская академия,СОГМА,Республика Северная Осетия - Алания,1,7,https://tabiturient.ru/logovuz/sogma.png,http://sogma.ru/,[],[],[],[],,СОГМА,True,,
Северо-Осетинский государственный педагогический институт,СОГПИ,Республика Северная Осетия - Алания,1,-1,https://tabiturient.ru/logovuz/sogpi.png,https://sogpi.org/ru/,[],[],[],[],,СОГПИ,True,,
Северо-Осетинский государственный университет имени К. Л. Хетагурова,СОГУ,Республика Северная Осетия - Алания,1,5,https://tabiturient.ru/logovuz/nosu.png,https://www.nosu.ru/,"[""+7 (8672) 333-920""]","[""nosu@nosu.ru""]",['nosu@nosu.ru'],"[""""]",,СОГУ,True,,
Старооскольский филиал Российского государственного геологоразведочного университета имени Серго Орджоникидзе,СОФ МГРИ,Белгородская область,1,-1,https://tabiturient.ru/logovuz/mgri.png,http://www.sofmgri.ru/,['+7 (4725) 22-52-74'],['+7 (4725) 22-52-74'],['info@sofmgri.ru'],['info@sofmgri.ru'],,СОФ МГРИ,False,,
Санкт-Петербургский государственный химико-фармацевтический университет,СПХФУ,Санкт-Петербург и Ленинградская область,1,7,https://tabiturient.ru/logovuz/spcpu.png,https://spcpu.ru/,['8 (812) 499-39-00'],"['+7 (812) 499-39-00', '8(812)499-39-13']",['rectorat.main@pharminnotech.com'],['info@pharminnotech.com'],,СПХФУ,True,,
Санкт-Петербургский государственный архитектурно-строительный университет,СПбГАСУ,Санкт-Петербург и Ленинградская область,1,9,https://tabiturient.ru/logovuz/spbgasu.png,http://www.spbgasu.ru/,"['+7 (812) 316-20-26', '+7 (812) 575-05-34']",[],[],"['prc@spbgasu.ru', 'rector@spbgasu.ru']",,СПбГАСУ,True,"
Вероятно, общежитие в этом вузе дают всем желающим
Информация выявлена путем опроса студентов
",5.75
Санкт-Петербургский государственный институт культуры,СПбГИК,Санкт-Петербург и Ленинградская область,1,-1,https://tabiturient.ru/logovuz/spbgik.png,http://www.spbgik.ru,[],[],[],[],,СПбГИК,True,"
Вероятно, общежитие в этом вузе дают всем желающим
Информация выявлена путем опроса студентов
",4.8
Санкт-Петербургский государственный институт психологии и социальной работы,СПбГИПСР,Санкт-Петербург и Ленинградская область,1,7,https://tabiturient.ru/logovuz/spbpsysoc.png,https://psysocwork.ru/,['+7 (812) 323-07-70'],[],[],['priem@gipsr.ru'],,СПбГИПСР,False,,
Санкт-Петербургский государственный лесотехнический университет им. С. М. Кирова,СПбГЛТУ им. С.М. Кирова,Санкт-Петербург и Ленинградская область,1,5,https://tabiturient.ru/logovuz/spbftu.png,http://spbftu.ru/,['+7 (812) 217-92-97'],[],[],['pricom@spbftu.ru'],,СПбГЛТУ им. С.М. Кирова,True,,
Санкт-Петербургский государственный морской технический университет,СПбГМТУ,Санкт-Петербург и Ленинградская область,1,7,https://tabiturient.ru/logovuz/smtu.png,https://www.smtu.ru/,['+7 (812) 495-26-48'],['+7 (812) 495-26-48'],[],[],,СПбГМТУ,True,"
Вероятно, общежитие в этом вузе дают всем желающим
Информация выявлена путем опроса студентов
",9.0
Санкт-Петербургский государственный педиатрический медицинский университет,СПбГПМУ,Санкт-Петербург и Ленинградская область,1,10,https://tabiturient.ru/logovuz/gpmu.png,https://gpmu.org/,['+7\xa0(812)\xa0542-93-57'],['+7\xa0(812)\xa0542-93-57'],[],[],,СПбГПМУ,True,"
Вероятно, общежитие в этом вузе дают не всем
Информация выявлена путем опроса студентов",
Санкт-Петербургский государственный технологический институт (технический университет),СПбГТИ(ТУ),Санкт-Петербург и Ленинградская область,1,6,https://tabiturient.ru/logovuz/spbgti.png,http://technolog.edu.ru/,"['+7 812 494-92-03', '+7 981 139-84-66']",['+7 812 494-92-03'],[],['abitur@spbti.ru'],,СПбГТИ(ТУ),True,"
Вероятно, общежитие в этом вузе дают всем желающим
Информация выявлена путем опроса студентов
",3.0
Санкт-Петербургский государственный университет,СПбГУ,Санкт-Петербург и Ленинградская область,1,10,https://tabiturient.ru/logovuz/spbgu.png,http://spbu.ru/,[],[],[],[],,СПбГУ,True,"
Вероятно, общежитие в этом вузе дают всем желающим
Информация выявлена путем опроса студентов
",5.58
Санкт-Петербургский государственный университет ветеринарной медицины,СПбГУВМ,Санкт-Петербург и Ленинградская область,1,7,https://tabiturient.ru/logovuz/spbguvm.png,https://spbguvm.ru/,"['8 (800) 200-00-57', '8 812 387-51-44', '+7 (812) 388-36-31']",['8 812 387-51-44'],['69priem@spbguvm.ru'],"['69priem@spbguvm.ru', 'secretary@spbguvm.ru', 'priem@spbguvm.ru']",,СПбГУВМ,True,,
Санкт-Петербургский государственный университет гражданской авиации,СПбГУГА,Санкт-Петербург и Ленинградская область,1,5,https://tabiturient.ru/logovuz/spbguga.png,https://spbguga.ru/,[],[],[],[],,СПбГУГА,True,"
Вероятно, общежитие в этом вузе дают всем желающим
Информация выявлена путем опроса студентов",
Санкт-Петербургский государственный университет промышленных технологий и дизайна,СПбГУПТД,Санкт-Петербург и Ленинградская область,1,7,https://tabiturient.ru/logovuz/sutd.png,https://nsau.edu.ru/,[],[],[],[],,СПбГУПТД,True,"
",3.0
