long_name,short_name,geolocation,is_goverment,rating,logo,website,phone_admission,phone_general,email_general,email_admission,army,comment,obsh
Первый Санкт-Петербургский государственный медицинский университет им. акад. И. П. Павлова,ПСПбГМУ им. И. П. Павлова,Санкт-Петербург и Ленинградская область,1,10,https://tabiturient.ru/logovuz/spbgmu.png,http://1spbgmu.ru/,['+7 (495) 198-00-00'],[],[],[],False,,True
Приволжский филиал Российского Государственного Университета Правосудия (г. Нижний Новгород),ПФ ФГБОУВО «РГУП»,Нижегородская область,1,-1,https://tabiturient.ru/logovuz/raj.png,https://vrb.rgup.ru/,['+7 (831) 433-11-75'],[],[],['rap_pf_nnov@mail.ru'],False,,False
Павловский филиал Нижегородского государственного университета имени Н. И. Лобачевского,Павловский филиал ННГУ,Нижегородская область,1,-1,https://tabiturient.ru/logovuz/unn.png,http://www.unn.ru/cdo/Pavlovo,[],[],[],[],False,,True
Пензенский государственный технологический университет,ПензГТУ,Пензенская область,1,6,https://tabiturient.ru/logovuz/penzgtu.png,http://www.penzgtu.ru/,[],[],['rector@penzgtu.ru'],[],False,,True
Пензенский государственный аграрный университет,Пензенский ГАУ,Пензенская область,1,3,https://tabiturient.ru/logovuz/pgau.png,https://pgau.ru/,[],[],[],[],False,,True
Пензенский казачий государственный институт технологий (филиал) Московского государственного университета технологий и управления им. К.Г. Разумовского,Пензенский казачий институт технологий МГУТУ,Пензенская область,1,-1,https://tabiturient.ru/logovuz/mgutu.png,https://mgutupenza.ru/,['8412) 46-99-88'],"['8(8412) 46-99-60', '8412) 46-99-88']",[],['pk.penza@mgutm.ru'],False,,False
Пензенский филиал Финансового Университета при Правительстве Российской Федерации,Пензенский филиал ФУ при Правительстве РФ,Пензенская область,1,-1,https://tabiturient.ru/logovuz/fu.png,http://www.fa.ru/fil/penza/,[],[],[],[],False,,False
Пермский институт - филиал Российского экономического университета имени Г.В. Плеханова,Пермский институт РЭУ им. Плеханова,Пермский край,1,-1,https://tabiturient.ru/logovuz/reu.png,https://perm.rea.ru/,"['+7 (495) 958-27-43', '+7 (342) 263-26-75']","['+7 (342) 263-26-75', '8 (800) 222-55-71']","['perm@rea.ru', 'perm.pk@rea.ru']","['rector@rea.ru', 'perm.pk@rea.ru']",False,,False
Пермский филиал Волжского государственного университета водного транспорта,Пермский филиал ВГУВТ,Пермский край,1,-1,https://tabiturient.ru/logovuz/vsuwt.png,https://vsuwt-perm.ru/,['+7(342) 215-85-52'],[],[],['priem@vsuwt-perm.ru'],False,,False
Пермский филиал Российской академии народного хозяйства и государственной службы при Президенте Российской Федерации,Пермский филиал РАНХиГС,Пермский край,1,-1,https://tabiturient.ru/logovuz/perm_ranepa.png,https://perm.ranepa.ru/,[],[],[],[],False,,False
Петрозаводский государственный университет,ПетрГУ,Республика Карелия,1,5,https://tabiturient.ru/logovuz/petrsu.png,https://petrsu.ru/,[],[],"['priem@petrsu.ru', 'office@petrsu.ruT']",[],True,,True
Петропавловский филиал Российской академии народного хозяйства и государственной службы при Президенте Российской Федерации,Петропавловский филиал РАНХиГС,Камчатский край,1,-1,https://tabiturient.ru/logovuz/pk_ranepa.png,https://pk.ranepa.ru/,[],[],[],[],False,,False
"Поволжский государственный университет физической культуры, спорта и туризма",Поволжский ГУФКСиТ,Республика Татарстан,1,5,https://tabiturient.ru/logovuz/sportacadem.png,https://www.sportacadem.ru/,[],['8 (843) 294-90-02'],[],[],False,,True
Поволжский институт (филиал) Всероссийского государственного университета юстиции (РПА Минюста России),Поволжский институт ВГУЮ,Саратовская область,1,-1,https://tabiturient.ru/logovuz/rpa.png,https://saratov2.rpa-mu.ru/,[],[],[],[],False,,False
Поволожский институт управления - филиал Российской академии народного хозяйства и государственной службы при Президенте Российской Федерации,Поволжский институт управления РАНХиГС,Саратовская область,1,-1,https://tabiturient.ru/logovuz/piu_ranepa.png,https://piu.ranepa.ru/,[],[],[],[],False,,False
Поволжский казачий государственный институт управления и пищевых технологий - филиал Московского государственного университета технологий и управления им. К.Г. Разумовского,Поволжский казачий институт управления и пищевых технологий МГУТУ,Ульяновская область,1,-1,https://tabiturient.ru/logovuz/mgutu.png,http://www.dimpku.ru/,[],[],[],[],False,,False
Покровский филиал Московского педагогического государственного университета,Покровский филиал МПГУ,Владимирская область,1,-1,https://tabiturient.ru/logovuz/mpgupokrovskiyfilial.png,http://mpgu.su/ob-mpgu/struktura/filialyi/pokrovskiy-filial,[],[],[],['f_pokrov@mpgu.su'],False,,False
Политехнический институт (филиал) Уральского федерального университета в Каменске-Уральском,Политехнический институт (филиал) УрФУ в Каменске-Уральском,Свердловская область,1,-1,https://tabiturient.ru/logovuz/kuralskurfu.png,https://k-uralsk.urfu.ru/ru/,[],['+7(3439) 32-22-92'],['k-uralsk@urfu.ru'],[],False,,False
Политехнический институт (филиал) Донского государственного технического университета в г. Таганроге,Политехнический институт ДГТУ в г. Таганроге,Ростовская область,1,-1,https://tabiturient.ru/logovuz/donstu.png,https://tpi.donstu.ru/,[],[],[],[],False,,False
Политехнический институт (филиал) Северо-Восточного федерального университета имени М.К. Аммосова,Политехнический институт СВФУ им. М.К. Аммосова в г. Мирном,Республика Саха (Якутия),1,-1,https://tabiturient.ru/logovuz/svfu.png,https://www.s-vfu.ru/abit/detail.php?SECTION_ID=5471,[],[],[],[],False,,False
Приморский государственный аграрно-технологический университет,Приморский ГАТУ,Приморский край,1,3,https://tabiturient.ru/logovuz/primacad.png,http://www.primacad.ru/,[],['8 (4234) 26-54-34'],['prikom@primacad.ru'],[],False,,True
Приморский филиал Российской академии народного хозяйства и государственной службы при Президенте Российской Федерации,Приморский филиал РАНХиГС,Приморский край,1,-1,https://tabiturient.ru/logovuz/prim_ranepa.png,https://prim.ranepa.ru/,[],['+7 (423) 263-01-85'],['post-prim@ranepa.ru'],[],False,,False
Псковский государственный университет,ПсковГУ,Псковская область,1,6,https://tabiturient.ru/logovuz/pskgu.png,https://pskgu.ru/,[],[],[],"['rector@pskgu.ru', 'priem@pskgu.ru']",True,,True
Пятигорский институт (филиал) Северо-Кавказского федерального университета,Пятигорский институт (филиал) СКФУ,Ставропольский край,1,-1,https://tabiturient.ru/logovuz/ncfu.png,https://pf.ncfu.ru/,"['+7 8793 97-39-27', '+7 8793 33-77-61']","['+7 8793 33-77-61', '+7 8793 97-39-27']",[],[],True,,True
Российская Академия Народного Хозяйства и Государственной Службы при Президенте РФ,РАНХиГС,Москва и Московская область,1,10,https://tabiturient.ru/logovuz/ranepa.png,http://www.ranepa.ru/,[],[],[],[],False,,True
Северо-Западный институт управления РАНХиГС,РАНХиГС Санкт-Петербург,Санкт-Петербург и Ленинградская область,1,10,https://tabiturient.ru/logovuz/sziu_ranepa.png,https://spb.ranepa.ru/,['+7 (812) 335-94-94'],[],[],[],False,,True
Российская государственная академия интеллектуальной собственности,РГАИС,Москва и Московская область,1,9,https://tabiturient.ru/logovuz/rgiis.png,http://rgiis.ru/,['+7 (499) 460-05-20'],['+7 (499) 460-05-20'],"['inst@rgiis.ru', 'info@rgiis.ru']",['info@rgiis.ru'],False,,True
Рязанский государственный агротехнологический университет имени П.А. Костычева,РГАТУ им. П.А. Костычева,Рязанская область,1,3,https://tabiturient.ru/logovuz/rgatu.png,http://www.rgatu.ru/,[],[],[],[],False,,True
Рыбинский государственный авиационный технический университет имени П.А. Соловьева,РГАТУ им. П.А. Соловьева,Ярославская область,1,3,https://tabiturient.ru/logovuz/rsatu.png,https://www.rsatu.ru/,['8 (800) 550-31-00'],"['8 (800) 222-55-71', '8 (800) 550-31-00']",['rector@rsatu.ru'],[],False,,True
Московская сельскохозяйственная академия имени К. А. Тимирязева,РГАУ-МСХА имени К. А. Тимирязева,Москва и Московская область,1,9,https://tabiturient.ru/logovuz/timacad.png,http://www.pk.timacad.ru/,[],[],[],[],False,,True
Российский государственный гидрометеорологический университет,РГГМУ,Санкт-Петербург и Ленинградская область,1,8,https://tabiturient.ru/logovuz/rshu.png,http://www.rshu.ru/,[],[],[],[],True,,True
Российский Государственный Гуманитарный Университет,РГГУ,Москва и Московская область,1,9,https://tabiturient.ru/logovuz/rsuh.png,https://www.rsuh.ru/,['+7(495) 250-61-18'],[],[],['rsuh@rsuh.ru'],False,,True
Ростовская государственная консерватория имени С.В. Рахманинова,РГК им. С.В. Рахманинова,Ростовская область,1,-1,https://tabiturient.ru/logovuz/rostcons.png,https://rostcons.ru/entrant/entrant_2021.html,['8 (863) 262-33-42'],[],[],['priem2021rgk@mail.ru'],False,,True
Российский государственный профессионально-педагогический университет,РГППУ,Свердловская область,1,7,https://tabiturient.ru/logovuz/rsvpu.png,https://www.rsvpu.ru/,[],[],[],[],False,,True
Российский государственный педагогический университет имени А. И. Герцена,РГПУ им. Герцена,Санкт-Петербург и Ленинградская область,1,9,https://tabiturient.ru/logovuz/herzen.png,https://www.herzen.spb.ru/,"['+7 (812) 643-77-63', '+7 (812) 643-77-66']",[],[],"['pk@herzen.spb.ru', 'admission@herzen.spb.ru']",False,,True
Рязанский государственный радиотехнический университет им. В.Ф. Уткина,РГРТУ,Рязанская область,1,5,https://tabiturient.ru/logovuz/rsreu.png,http://www.rsreu.ru/,['+7(4912)72-04-24'],['+7(4912)72-03-03'],['rgrtu@rsreu.ru'],['pk@rsreu.ru'],True,,True
Российский государственный социальный университет,РГСУ,Москва и Московская область,1,5,https://tabiturient.ru/logovuz/rgsu.png,http://rgsu.net/,[],[],[],[],False,,True
"ФГБОУ ВО ""Российский государственный университет имени А.Н. Косыгина (Технологии.Дизайн.Искусство)""",РГУ им. А.Н. Косыгина,Москва и Московская область,1,9,https://tabiturient.ru/logovuz/kosygin.png,https://kosygin-rgu.ru/,[],[],[],[],False,,True
Рязанский государственный университет имени С.А. Есенина,РГУ им. С.А. Есенина,Рязанская область,1,6,https://tabiturient.ru/logovuz/rsuedu.png,https://www.rsu.edu.ru/,[],[],[],[],False,,True
Российский государственный университет нефти и газа (национальный исследовательский университет) имени И.М Губкина,РГУ нефти и газа (НИУ) имени И. М. Губкина,Москва и Московская область,1,10,https://tabiturient.ru/logovuz/gubkin.png,http://www.gubkin.ru/,['+7 (499) 507-82-73'],"['+74995078306', '+7 (499) 507-82-73']",[],['com@gubkin.ru'],False,,True
Российский Государственный Университет Правосудия,РГУП,Москва и Московская область,1,10,https://tabiturient.ru/logovuz/raj.png,http://www.rgup.ru/,['+7 (495)332-53-51'],[],[],[],False,,False
Ростовский государственный университет путей сообщения,РГУПС,Ростовская область,1,6,https://tabiturient.ru/logovuz/rgups.png,http://www.rgups.ru/,[],[],[],[],True,,True
Российский государственный университет туризма и сервиса,РГУТИС,Москва и Московская область,1,9,https://tabiturient.ru/logovuz/rguts.png,http://rguts.ru/,[],[],['obrashenia@rguts.ru'],[],False,,True
Российский государственный художественно-промышленный университет имени С. Г. Строганова,РГХПУ им. С.Г. Строганова,Москва и Московская область,1,-1,https://tabiturient.ru/logovuz/stroganov.png,https://академия-строганова.рф/,[],[],['info@mghpu.ru'],['info@mghpu.ru'],False,,True
Ростовский государственный экономический университет (РИНХ),РГЭУ (РИНХ),Ростовская область,1,5,https://tabiturient.ru/logovuz/rsue.png,https://rsue.ru/,[],[],[],[],False,,True
Российский национальный исследовательский медицинский университет имени Н. И. Пирогова,РНИМУ им. Пирогова,Москва и Московская область,1,10,https://tabiturient.ru/logovuz/pirogova.png,http://rsmu.ru/,[],[],[],['rsmu@rsmu.ru'],False,,True
Российский биотехнологический университет,РОСБИОТЕХ,Москва и Московская область,1,9,https://tabiturient.ru/logovuz/mgupp.png,http://www.mgupp.ru/,"['8 (800) 550-36-02', '+7 (499) 750-00-05']",['8 (800) 550-36-02'],[],[],False,,True
Российская таможенная академия,РТА,Москва и Московская область,1,9,https://tabiturient.ru/logovuz/rta.png,https://academy.customs.gov.ru/,['8 (495) 500-13-32'],"['8 (498) 602-39-49', '8 (495) 559-00-33']",[],['academy@customs-academy.ru'],True,,False
МИРЭА - Российский технологический университет,РТУ МИРЭА,Москва и Московская область,1,10,https://tabiturient.ru/logovuz/mirea.png,https://www.mirea.ru/,['+7 (499) 600-80-80'],['+7 (499) 600-80-80'],['rector@mirea.ru'],['rector@mirea.ru'],True,,True
Российский университет дружбы народов имени Патриса Лумумбы,РУДН,Москва и Московская область,1,10,https://tabiturient.ru/logovuz/rudn.png,http://www.rudn.ru/,[],[],['pr@rudn.ru'],[],False,,True
Российский университет спорта «ГЦОЛИФК»,РУС «ГЦОЛИФК»,Москва и Московская область,1,7,https://tabiturient.ru/logovuz/rgufksmit.png,https://www.sportedu.ru/,[],[],[],[],False,,True
Российский университет транспорта,РУТ (МИИТ),Москва и Московская область,1,8,https://tabiturient.ru/logovuz/miit.png,http://www.miit.ru/,[],[],[],[],True,,True
Ростовский филиал Российского Государственного Университета Правосудия (г. Ростов-на-Дону),РФ ФГБОУВО «РГУП»,Ростовская область,1,-1,https://tabiturient.ru/logovuz/raj.png,https://rb.rgup.ru/,['+7 (863) 297-57-11'],[],[],[],False,,False
Российский химико-технологический университет имени Д.И. Менделеева,РХТУ им. Д. И. Менделеева,Москва и Московская область,1,9,https://tabiturient.ru/logovuz/muctr.png,https://muctr.ru/,[],['+7 (499) 978-86-60'],[],[],False,,True
Российский экономический университет имени Г.В. Плеханова,РЭУ им. Г.В. Плеханова,Москва и Московская область,1,10,https://tabiturient.ru/logovuz/reu.png,https://рэу.рф/,['+7 (495) 958-27-43'],[],[],['rector@rea.ru'],False,,True
Российская экономическая школа,РЭШ,Москва и Московская область,0,10,https://tabiturient.ru/logovuz/nes.png,https://www.nes.ru/,[],[],[],[],False,,True
Ростовский государственный медицинский университет,РостГМУ,Ростовская область,1,9,https://tabiturient.ru/logovuz/rostgmu.png,http://rostgmu.ru/,['+7 (863) 250-41-16'],[],[],['klinika@rostgmu.ru'],True,,True
Ростовский институт (филиал) Всероссийского государственного университета юстиции (РПА Минюста России),Ростовский институт ВГУЮ,Ростовская область,1,-1,https://tabiturient.ru/logovuz/rpa.png,https://rostov.rpa-mu.ru/,"[""+7 (863) 308 - 95 - 34""]","[""""]",[],"[""""]",False,,False
Ростовский филиал Московского государственного технического университета гражданской авиации,Ростовский филиал МГТУ ГА,Ростовская область,1,-1,https://tabiturient.ru/logovuz/mstuca.png,http://rfmstuca.ru/,[],[],[],[],False,,False
Ростовский филиал Российской таможенной академии,Ростовский филиал РТА,Ростовская область,1,-1,https://tabiturient.ru/logovuz/rta.png,https://donrta.customs.gov.ru/,[],[],['rta-rostov@donrta.ru'],[],False,,False
Ростовский-на-Дону филиал филиал Всероссийского государственного института кинематографии им. С.А. Герасимова,Ростовский-на-Дону филиал ВГИК,Ростовская область,1,-1,https://tabiturient.ru/logovuz/vgik.png,http://vgik-rostov.ru/,[],[],[],['info@vgik-rostov.ru'],False,,False
Рубцовский индустриальный институт (филиал) Алтайского государственного технического университета имени И. И. Ползунова,Рубцовский индустриальный институт АлтГТУ им. И.И. Ползунова,Алтайский край,1,-1,https://tabiturient.ru/logovuz/altstu.png,https://www.rubinst.ru/i,[],[],[],[],False,,False
Рубцовский институт (филиал) Алтайского государственного университета,Рубцовский институт АлтГУ,Алтайский край,1,-1,https://tabiturient.ru/logovuz/altsu.png,https://rb.asu.ru/,[],[],['director@rb.asu.ru'],"['prcom@rb.asu.ru', 'director@rb.asu.ru']",False,,False
Рузаевский институт машиностроения (филиал) Национального исследовательского Мордовского государственного университета имени Н.П. Огарева,Рузаевский институт машиностроения (филиал) МГУ имени Н.П. Огарева,Республика Мордовия,1,-1,https://tabiturient.ru/logovuz/mrsu.png,https://rim.mrsu.ru/,[],[],['inst-mach@adm.mrsu.ru'],[],False,,True
Рязанский государственный медицинский университет имени РязГМУ им. И.П. Павлова,РязГМУ им. И.П. Павлова,Рязанская область,1,10,https://tabiturient.ru/logovuz/rzgmu.png,https://rzgmu.ru/,[],['+7 (4912) 97-18-18'],['rzgmu@rzgmu.ru'],[],False,,True
Рязанский институт (филиал) Московского политехнического университета,Рязанский институт Московского политеха,Рязанская область,1,-1,https://tabiturient.ru/logovuz/mospolytech.png,https://rimsou.ru/,"['+7 (4912) 28-39-60', '+7 (4912) 25-41-48', '+7 (4912)28-39-60']","['+7 (4912) 25-41-48', '+7 (4912) 28-39-61']",['dir@rimsou.ru'],"['dir@rimsou.ru', 'pk@rimsou.ru']",False,,False
Северо-Кавказский филиал Московского автомобильно-дорожного государственного технического университета,С-КФ МАДИ,Ставропольский край,1,-1,https://tabiturient.ru/logovuz/madi.png,http://www.skfmadi.ru/,[],[],[],[],False,,True
Северный (Арктический) федеральный университет имени М.В. Ломоносова,САФУ им. М.В. Ломоносова,Архангельская область,1,6,https://tabiturient.ru/logovuz/narfu.png,https://narfu.ru/,[],[],[],[],True,,True
Северо-Восточный государственный университет,СВГУ,Магаданская область,1,3,https://tabiturient.ru/logovuz/svgu.png,https://www.svgu.ru/,[],[],[],[],False,,True
Северо-Восточный федеральный университет имени М.К. Аммосова,СВФУ им. Аммосова,Республика Саха (Якутия),1,7,https://tabiturient.ru/logovuz/svfu.png,https://www.s-vfu.ru/,[],[],[],[],False,,True
Саратовский государственный аграрный университет имени Н.И. Вавилова,СГАУ им. Н.И. Вавилова,Саратовская область,1,3,https://tabiturient.ru/logovuz/sgau.png,http://www.sgau.ru/,[],"['8 (8452) 23-32-92', '8 (8452) 26-06-39']","['pressa@vavilovsar.ru', 'rector@vavilovsar.ru']",[],False,,True
Cмоленский государственный институт искусств,СГИИ,Смоленская область,1,-1,https://tabiturient.ru/logovuz/sgiismol.png,https://www.sgii-smol.ru/,[],['+7 (4812) 31-02-88'],['sgii@mail.ru'],[],False,,True
Самарский государственный институт культуры,СГИК,Самарская область,1,-1,https://tabiturient.ru/logovuz/smrgaki.png,http://smrgaki.ru/,[],[],[],[],False,,True
Саратовская государственная консерватория имени Л. В. Собинова,СГК им. Л. В. Собинова,Саратовская область,1,-1,https://tabiturient.ru/logovuz/sarcons.png,http://www.sarcons.ru/,[],[],[],['sgk@sarcons.ru'],False,,True
Северный государственный медицинский университет,СГМУ,Архангельская область,1,7,https://tabiturient.ru/logovuz/nsmu.png,http://www.nsmu.ru/,[],['8182)21-11-63'],[],[],False,,True
Саратовский государственный медицинский университет им. Разумовского,СГМУ им. В.И. Разумовского,Саратовская область,1,9,https://tabiturient.ru/logovuz/sgmu.png,http://www.sgmu.ru/,[],[],[],[],False,,True
Ставропольский государственный педагогический институт,СГПИ,Ставропольский край,1,3,https://tabiturient.ru/logovuz/sspi.png,https://www.sspi.ru/,['891011121314'],"['8(8652)56-08-26', '891011121314']",['sgpi@mosk.stavregion.ru'],['sgpi@mosk.stavregion.ru'],False,,True
Соликамский государственный педагогический институт (филиал) Пермского государственного национального исследовательского университета,СГПИ филиал ПГНИУ,Пермский край,1,-1,https://tabiturient.ru/logovuz/psu.png,https://solgpi.ru,[],[],"['inst@solgpi.ru', 'pkomis@solgpi.ru']",[],False,,False
Самарский государственный социально-педагогический университет,СГСПУ,Самарская область,1,7,https://tabiturient.ru/logovuz/pgsga.png,http://www.pgsga.ru/,[],[],[],[],False,,True
Саратовский государственный технический университет им. Ю.А.Гагарина,СГТУ им. Ю.А. Гагарина,Саратовская область,1,5,https://tabiturient.ru/logovuz/sstu.png,http://sstu.ru/,[],[],[],[],False,,True
Сочинский государственный университет,СГУ,Краснодарский край,1,3,https://tabiturient.ru/logovuz/sutr.png,http://www.sutr.ru/,[],['+7 (862) 264-85-03'],[],[],False,,True
Саратовский государственный университет имени Н. Г. Чернышевского,СГУ им. Н. Г. Чернышевского,Саратовская область,1,7,https://tabiturient.ru/logovuz/sgu.png,https://www.sgu.ru/,['8 (937) 811-67-46'],[],[],"['rector@sgu.ru', 'cpk@sgu.ru']",False,,True
Сыктывкарский государственный университет имени Питирима Сорокина,СГУ им. Питирима Сорокина,Республика Коми,1,6,https://tabiturient.ru/logovuz/syktsu.png,https://www.syktsu.ru/,[],[],[],['webdept@syktsu.ru'],False,,True
Сибирский государственный университет водного транспорта,СГУВТ,Новосибирская область,1,3,https://tabiturient.ru/logovuz/ssuwt.png,http://www.ssuwt.ru/,"['+7 (383) 222-64-68', '8 800 200 4863']",[],[],['info@nsawt.ru'],False,,True
Сибирский государственный университет геосистем и технологий,СГУГиТ,Новосибирская область,1,6,https://tabiturient.ru/logovuz/sgugit.png,https://sgugit.ru/,"['+7 (383) 343-39-37', '+7 (383) 354-98-38']",[],[],"['rektorat@ssga.ru', 'priem.com@ssga.ru']",False,,True
Сибирский государственный университет путей сообщения,СГУПС,Новосибирская область,1,5,https://tabiturient.ru/logovuz/stu.png,http://www.stu.ru/,[],[],[],[],False,,True
Смоленский государственный университет спорта,СГУС,Смоленская область,1,5,https://tabiturient.ru/logovuz/sgafkst.png,http://www.sgafkst.ru/,[],[],[],[],True,,True
Самарский государственный экономический университет,СГЭУ,Самарская область,1,7,https://tabiturient.ru/logovuz/sseu.png,https://www.sseu.ru/,[],[],[],[],False,,True
Саратовская государственная юридическая академия,СГЮА,Саратовская область,1,9,https://tabiturient.ru/logovuz/sgua.png,https://tabiturient.ru/sravni/?sgua,[],[],[],[],True,,True
Северо-Западный государственный медицинский университет имени И. И. Мечникова,СЗГМУ им. И.И. Мечникова,Санкт-Петербург и Ленинградская область,1,10,https://tabiturient.ru/logovuz/szgmu.png,https://szgmu.ru/,[],['+7 (812) 303-50-00'],[],[],False,,True
Северо-Западный филиал Российского Государственного Университета Правосудия (г. Санкт-Петербург),СЗФ ФГБОУВО «РГУП»,Санкт-Петербург и Ленинградская область,1,-1,https://tabiturient.ru/logovuz/raj.png,https://nwb.rgup.ru/,"['+7 (812) 655-64-55', '+7 (812) 655-64-63']",[],[],[],True,,False
Северо-Кавказский горно-металлургический институт (государственный технологический университет),СКГМИ (ГТУ),Республика Северная Осетия - Алания,1,5,https://tabiturient.ru/logovuz/skgmigtu.png,http://www.skgmi-gtu.ru/ru-ru/,['8 800 200-38-72'],[],[],['info@skgmi-gtu.ru'],False,,True
Северо-Кавказский филиал Московского технического университета связи и информатики,СКФ МТУСИ,Ростовская область,1,5,https://tabiturient.ru/logovuz/skfmtusi.png,http://www.skf-mtusi.ru,['81920212223'],[],[],[],False,,False
Северо-Кавказский филиал Российского Государственного Университета Правосудия (г. Краснодар),СКФ ФГБОУВО «РГУП»,Краснодарский край,1,-1,https://tabiturient.ru/logovuz/raj.png,https://www.ncb.rgup.ru/,"['+7 (861) 251-69-20', '+7 (861) 251-65-10']",[],[],[],False,,False
Северо-Кавказский федеральный университет,СКФУ,Ставропольский край,1,7,https://tabiturient.ru/logovuz/ncfu.png,http://www.ncfu.ru,['8 (8652) 95-68-13'],"['8 (8652) 95-68-13', '8 (8652) 95-68-08']",['info@ncfu.ru'],['info@ncfu.ru'],True,,False
Северо-Осетинская государственная медицинская академия,СОГМА,Республика Северная Осетия - Алания,1,7,https://tabiturient.ru/logovuz/sogma.png,http://sogma.ru/,[],[],[],[],False,,True
Северо-Осетинский государственный педагогический институт,СОГПИ,Республика Северная Осетия - Алания,1,-1,https://tabiturient.ru/logovuz/sogpi.png,https://sogpi.org/ru/,[],[],[],[],False,,True
Северо-Осетинский государственный университет имени К. Л. Хетагурова,СОГУ,Республика Северная Осетия - Алания,1,5,https://tabiturient.ru/logovuz/nosu.png,https://www.nosu.ru/,"[""+7 (8672) 333-920""]","[""nosu@nosu.ru""]",['nosu@nosu.ru'],"[""""]",False,,True
Старооскольский филиал Российского государственного геологоразведочного университета имени Серго Орджоникидзе,СОФ МГРИ,Белгородская область,1,-1,https://tabiturient.ru/logovuz/mgri.png,http://www.sofmgri.ru/,['+7 (4725) 22-52-74'],['+7 (4725) 22-52-74'],['info@sofmgri.ru'],['info@sofmgri.ru'],False,,False
Санкт-Петербургский государственный химико-фармацевтический университет,СПХФУ,Санкт-Петербург и Ленинградская область,1,7,https://tabiturient.ru/logovuz/spcpu.png,https://spcpu.ru/,['8 (812) 499-39-00'],"['+7 (812) 499-39-00', '8(812)499-39-13']",['rectorat.main@pharminnotech.com'],['info@pharminnotech.com'],False,,True
Санкт-Петербургский государственный архитектурно-строительный университет,СПбГАСУ,Санкт-Петербург и Ленинградская область,1,9,https://tabiturient.ru/logovuz/spbgasu.png,http://www.spbgasu.ru/,"['+7 (812) 316-20-26', '+7 (812) 575-05-34']",[],[],"['prc@spbgasu.ru', 'rector@spbgasu.ru']",False,,True
Санкт-Петербургский государственный институт культуры,СПбГИК,Санкт-Петербург и Ленинградская область,1,-1,https://tabiturient.ru/logovuz/spbgik.png,http://www.spbgik.ru,[],[],[],[],False,,True
Санкт-Петербургский государственный институт психологии и социальной работы,СПбГИПСР,Санкт-Петербург и Ленинградская область,1,7,https://tabiturient.ru/logovuz/spbpsysoc.png,https://psysocwork.ru/,['+7 (812) 323-07-70'],[],[],['priem@gipsr.ru'],False,,False
Санкт-Петербургский государственный лесотехнический университет им. С. М. Кирова,СПбГЛТУ им. С.М. Кирова,Санкт-Петербург и Ленинградская область,1,5,https://tabiturient.ru/logovuz/spbftu.png,http://spbftu.ru/,['+7 (812) 217-92-97'],[],[],['pricom@spbftu.ru'],False,,True
Санкт-Петербургский государственный морской технический университет,СПбГМТУ,Санкт-Петербург и Ленинградская область,1,7,https://tabiturient.ru/logovuz/smtu.png,https://www.smtu.ru/,['+7 (812) 495-26-48'],['+7 (812) 495-26-48'],[],[],False,,True
Санкт-Петербургский государственный педиатрический медицинский университет,СПбГПМУ,Санкт-Петербург и Ленинградская область,1,10,https://tabiturient.ru/logovuz/gpmu.png,https://gpmu.org/,['+7\xa0(812)\xa0542-93-57'],['+7\xa0(812)\xa0542-93-57'],[],[],False,,True
Санкт-Петербургский государственный технологический институт (технический университет),СПбГТИ(ТУ),Санкт-Петербург и Ленинградская область,1,6,https://tabiturient.ru/logovuz/spbgti.png,http://technolog.edu.ru/,"['+7 812 494-92-03', '+7 981 139-84-66']",['+7 812 494-92-03'],[],['abitur@spbti.ru'],False,,True
Санкт-Петербургский государственный университет,СПбГУ,Санкт-Петербург и Ленинградская область,1,10,https://tabiturient.ru/logovuz/spbgu.png,http://spbu.ru/,[],[],[],[],True,,True
Санкт-Петербургский государственный университет ветеринарной медицины,СПбГУВМ,Санкт-Петербург и Ленинградская область,1,7,https://tabiturient.ru/logovuz/spbguvm.png,https://spbguvm.ru/,"['8 (800) 200-00-57', '8 812 387-51-44', '+7 (812) 388-36-31']",['8 812 387-51-44'],['69priem@spbguvm.ru'],"['69priem@spbguvm.ru', 'secretary@spbguvm.ru', 'priem@spbguvm.ru']",True,,True
Санкт-Петербургский государственный университет гражданской авиации,СПбГУГА,Санкт-Петербург и Ленинградская область,1,5,https://tabiturient.ru/logovuz/spbguga.png,https://spbguga.ru/,[],[],[],[],True,,True
Санкт-Петербургский государственный университет промышленных технологий и дизайна,СПбГУПТД,Санкт-Петербург и Ленинградская область,1,7,https://tabiturient.ru/logovuz/sutd.png,https://nsau.edu.ru/,[],[],[],[],True,,True
Санкт-Петербургский государственный университет телекоммуникаций имени профессора М. А. Бонч-Бруевича,СПбГУТ,Санкт-Петербург и Ленинградская область,1,9,https://tabiturient.ru/logovuz/sut.png,https://www.sut.ru/,[],[],[],[],True,,True
Санкт-Петербургский государственный электротехнический университет «ЛЭТИ» им. В.И. Ульянова (Ленина),СПбГЭТУ «ЛЭТИ»,Санкт-Петербург и Ленинградская область,1,10,https://tabiturient.ru/logovuz/eltech.png,http://www.eltech.ru,[],[],[],[],True,,True
Санкт-Петербургский государственный экономический университет,СПбГЭУ,Санкт-Петербург и Ленинградская область,1,10,https://tabiturient.ru/logovuz/spbgeu.png,http://unecon.ru/,[],[],[],[],True,,True
